Time,Chip_ID,Device_ID,Polarity,Measurement,VREAD Set V,VREAD V,SA_EN Set V,SA_EN V,WL_UNSEL Set V,WL_UNSEL V,WL_0 Set V,WL_0 V,COL_SEL_0 Set V,COL_SEL_0 V,SA_RDY_0 Set V,SA_RDY_0 V,SA_RDY_1 Set V,SA_RDY_1 V,DO_0 Set V,DO_0 V,DO_1 Set V,DO_1 V
4.2354629,nochip,nodevice,NMOS,V,0.3,0.29992593187950134,5.0,4.999569682653431,0.0,0,0.015844405937360206,0.3,0.2972857135219016,5.0,3.985429064853944,0,0,0.8831999630441246,0,0,0.8876477163162272,0,0,0.8998226599864695,0,0,0.9071176009426909,0.0,0,0
4.2490288,nochip,nodevice,NMOS,V,0.3,0.300031568173076,5.0,4.99997462217425,0.0,0,-0.0009870528600966987,0.3,0.2972505005643503,5.0,3.983052262755373,0,0,0.9138704752796653,0,0,0.9124730786787806,0,0,0.9105802066994753,0,0,0.8841763422949297,0.2
4.2643182,nochip,nodevice,NMOS,V,0.3,0.2999787500262884,5.0,5.000344349562826,0.0,0,-0.0005292935204169084,0.3,0.2977786949276198,5.0,3.9830698686968438,0,0,0.9019508789630976,0,0,0.8846898008006897,0,0,0.902322777225826,0,0,0.887310297812429,0.4
4.2792298,nochip,nodevice,NMOS,V,0.3,0.2999083258305715,5.0,4.999957016108129,0.0,0,-0.0010750835023428122,0.3,0.2971976811280234,5.0,3.9832635340530236,0,0,0.8993979373591059,0,0,0.9091454237238001,0,0,0.8895580941375621,0,0,0.8934373569140567,0.6000000000000001
4.2943737,nochip,nodevice,NMOS,V,0.3,0.2998731137327137,5.0,5.00002744037262,0.0,0,0.0005622864434348994,0.3,0.2988174771753818,5.0,3.9834748053506757,0,0,0.8828126201800708,0,0,0.8938276469469052,0,0,0.8877798417349212,0,0,0.9012722457078046,0.8
4.3101138,nochip,nodevice,NMOS,V,0.3,0.29985550768378383,5.0,5.000326743496703,0.0,0,0.00040383128739189506,0.3,0.29953934280518185,5.0,3.983809318238623,0,0,0.8898552177083235,0,0,0.9034936922923253,0,0,0.9146296923688555,0,0,0.9054801972172558,1.0
4.3264913,nochip,nodevice,NMOS,V,0.3,0.2998731137327137,5.0,5.00002744037262,0.0,0,-0.0009870528600966987,0.3,0.29892311604803556,5.0,3.983738894472738,0,0,0.8873727020796137,0,0,0.8831580231230003,0,0,0.9156684734753486,0,0,0.8817994659192977,1.2000000000000002
4.3413699,nochip,nodevice,NMOS,V,0.3,0.3001195984177221,5.0,5.000309137430583,0.0,0,-0.0015328428420226024,0.3,0.29908157435701554,5.0,3.984478344014517,0,0,0.9015459296052231,0,0,0.9035465122122457,0,0,0.8862480797643296,0,0,0.902874436449897,1.4000000000000001
4.3577587,nochip,nodevice,NMOS,V,0.3,0.30001396212414677,5.0,5.000045046438743,0.0,0,-0.0001419586945340088,0.3,0.2972505005643503,5.0,3.985587518327182,0,0,0.9102963570340771,0,0,0.8938804668668262,0,0,0.9133268143708809,0,0,0.9104276213769035,1.6
4.3716152,nochip,nodevice,NMOS,V,0.3,0.2997498713902085,5.0,5.000414773827319,0.0,0,-0.0012511447868350392,0.3,0.29850056055741986,5.0,3.983210716228612,0,0,0.8857352981542956,0,0,0.8846721941607155,0,0,0.8859487699539841,0,0,0.9030152883832677,1.8
4.386855,nochip,nodevice,NMOS,V,0.3,0.30001396212414677,5.0,5.000291531364461,0.0,0,-0.0007229609333583581,0.3,0.2978843338002729,5.0,3.9840381954777446,0,0,0.8840978942289769,0,0,0.8855525261593883,0,0,0.8974986073414338,0,0,0.8913950038801808,2.0
4.4024511,nochip,nodevice,NMOS,V,0.3,0.2999611439773591,5.0,4.999868985777513,0.0,0,-0.0011279018876904803,0.3,0.29858859295129864,5.0,3.9836332588239123,0,0,0.9105604544413866,0,0,0.8872603702368121,0,0,0.9144888406933988,0,0,0.9101987369851761,2.2
4.4172273,nochip,nodevice,NMOS,V,0.3,0.30027805285808573,5.0,5.000168288901602,0.0,0,-0.0012335386583858165,0.3,0.2988174771753818,5.0,3.984812856902464,0,0,0.9139937207364097,0,0,0.9114871068402678,0,0,0.8972345104499525,0,0,0.9091423474848954,2.4000000000000004
4.4325088,nochip,nodevice,NMOS,V,0.3,0.2999787500262884,5.0,5.000256319232215,0.0,0,-0.0013039631721827073,0.3,0.2987118383027274,5.0,3.986978387703384,0,0,0.8858233306233981,0,0,0.9125435052386737,0,0,0.9154395895027315,0,0,0.8981030772069628,2.6
4.4492297,nochip,nodevice,NMOS,V,0.3,0.2996970532434215,5.0,5.000344349562826,0.0,0,-0.0005116873919676857,0.3,0.29857098647252234,5.0,3.9840381954777446,0,0,0.9135887713785352,0,0,0.9038986450117138,0,0,0.9104393550240185,0,0,0.889000521012878,2.8000000000000003
4.4636456,nochip,nodevice,NMOS,V,0.3,0.29982029558592604,5.0,5.000097864637108,0.0,0,0.0003510129020442269,0.3,0.2972505005643503,5.0,3.9842318608339244,0,0,0.8857881176357575,0,0,0.9118744529196835,0,0,0.90193543511832,0,0,0.8870285939456874,3.0
4.4792379,nochip,nodevice,NMOS,V,0.3,0.2998026895369962,5.0,5.0002739252983375,0.0,0,3.410258995821823e-05,0.3,0.2977082690125166,5.0,3.9834748053506757,0,0,0.9089054440222472,0,0,0.9054480293293767,0,0,0.8996465953921485,0,0,0.8821339892610538,3.2
4.4934855,nochip,nodevice,NMOS,V,0.3,0.29967944719449163,5.0,4.99997462217425,0.0,0,0.00012213323220433176,0.3,0.29749699126720974,5.0,3.9840381954777446,0,0,0.9020213049383794,0,0,0.8987927194194164,0,0,0.8976746719357547,0,0,0.8889300950461926,3.4000000000000004
4.5092341,nochip,nodevice,NMOS,V,0.3,0.29985550768378383,5.0,5.000643652686914,0.0,0,-0.0006173241626630219,0.3,0.2977786949276198,5.0,3.986221332220136,0,0,0.9103491765155389,0,0,0.88919710063389,0,0,0.8878502675726496,0,0,0.8818170724109696,3.6
4.5236517,nochip,nodevice,NMOS,V,0.3,0.29985550768378383,5.0,4.999816167579148,0.0,0,-0.0014624183282257116,0.3,0.29712725521292094,5.0,3.9838269241800925,0,0,0.8828830461553533,0,0,0.9092334569236673,0,0,0.8892411778677846,0,0,0.9071352074343622,3.8000000000000003
4.5384399,nochip,nodevice,NMOS,V,0.3,0.2998907197816423,5.0,4.999868985777513,0.0,0,-0.0006877486764599127,0.3,0.29915200027211875,5.0,3.9829466271065477,0,0,0.9019156659754562,0,0,0.8988983592592571,0,0,0.8863185056020579,0,0,0.8839298514115309,4.0
4.553929,nochip,nodevice,NMOS,V,0.3,0.2998731137327137,5.0,5.00048519809181,0.0,0,6.931484685666365e-05,0.3,0.29918721322966935,5.0,3.9827705676918397,0,0,0.8896967592639378,0,0,0.8844080945611146,0,0,0.889716552272451,0,0,0.881940317852669,4.2
4.5694201,nochip,nodevice,NMOS,V,0.3,0.29982029558592604,5.0,5.000608440554668,0.0,0,0.00015734548910277716,0.3,0.2977258754912929,5.0,3.985217793556293,0,0,0.9135711648847146,0,0,0.9058881953287133,0,0,0.8977098848546189,0,0,0.8815705815275702,4.4
